#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Aci00859","SAMEA5396101","PRJEB31555","GCA_005819685.1","Contig",4.18177,38.9,,"VAGE01",92,3936,"2019-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/819/685/GCA_005819685.1_ASM581968v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/819/685/GCF_005819685.1_ASM581968v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH728","SAMN04745479","PRJNA314151","GCA_001861435.1","Scaffold",4.01883,39,,"LYHX01",127,3773,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/861/435/GCA_001861435.1_ASM186143v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/861/435/GCF_001861435.1_ASM186143v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","VB26786","SAMN10338980","PRJNA498931","GCA_003711985.1","Contig",3.95651,39,,"RHLX01",124,3575,"2018-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/985/GCA_003711985.1_ASM371198v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/711/985/GCF_003711985.1_ASM371198v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH608","SAMN04745436","PRJNA314151","GCA_001863875.1","Scaffold",4.25579,39.1,,"LYJO01",491,4014,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/875/GCA_001863875.1_ASM186387v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/875/GCF_001863875.1_ASM186387v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","2011GDAB4","SAMN03068244","PRJNA261018","GCA_000805115.1","Scaffold",3.93368,39,,"JSDE01",57,3642,"2014-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/805/115/GCA_000805115.1_ASM80511v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/805/115/GCF_000805115.1_ASM80511v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","5124","SAMN12205767","PRJNA533558","GCA_008000085.1","Contig",4.46289,39.3,,"VMHY01",1328,4095,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/085/GCA_008000085.1_ASM800008v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/085/GCF_008000085.1_ASM800008v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","O2-8","SAMN10618185","PRJNA510897","GCA_007113605.1","Scaffold",4.15367,39.4,,"SDBO01",790,3912,"2019-07-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/113/605/GCA_007113605.1_ASM711360v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/113/605/GCF_007113605.1_ASM711360v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ARLG1792","SAMN06892244","PRJNA384060","GCA_002143235.1","Contig",3.92015,39.1,,"NGGN01",91,3665,"2017-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/143/235/GCA_002143235.1_ASM214323v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/143/235/GCF_002143235.1_ASM214323v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH687","SAMN04745448","PRJNA314151","GCA_001864665.1","Scaffold",3.75897,38.9,,"LYJC01",100,3514,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/864/665/GCA_001864665.1_ASM186466v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/864/665/GCF_001864665.1_ASM186466v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","MDR-CQG","SAMN11156913","PRJNA360504","GCA_004378525.1","Contig",3.85413,38.9,,"SNVN01",83,3573,"2019-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/378/525/GCA_004378525.1_ASM437852v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/378/525/GCF_004378525.1_ASM437852v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","319_17","SAMN14911871","PRJNA613847","GCA_015537575.1","Scaffold",3.93917,39.1,,"JABLWA01",113,3591,"2020-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/537/575/GCA_015537575.1_ASM1553757v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/537/575/GCF_015537575.1_ASM1553757v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A388","SAMEA1466008","PRJEB2801","GCA_001512055.1","Scaffold",3.92599,39.1,,"FBXE01",138,3653,"2016-01-09T22:20:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/512/055/GCA_001512055.1_7468_2_74","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/512/055/GCF_001512055.1_7468_2_74"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","TG16684","SAMN10261594","PRJNA497581","GCA_003948425.1","Contig",3.82448,39,,"RFBW01",84,3488,"2018-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/948/425/GCA_003948425.1_ASM394842v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/948/425/GCF_003948425.1_ASM394842v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Aci00879","SAMEA5987517","PRJEB34692","GCA_902702975.1","Contig",4.0567,39.2,,"CACRXQ01",92,3785,"2019-11-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/702/975/GCA_902702975.1_Aci00879","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/702/975/GCF_902702975.1_Aci00879"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABUH496","SAMN06461855","PRJNA352251","GCA_002182865.1","Contig",4.15492,38.9,,"NCZK01",81,3909,"2017-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/182/865/GCA_002182865.1_ASM218286v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/865/GCF_002182865.1_ASM218286v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","2011LNAB2","SAMN03068261","PRJNA261018","GCA_000805145.1","Scaffold",4.04062,39,,"JSDH01",57,3763,"2014-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/805/145/GCA_000805145.1_ASM80514v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/805/145/GCF_000805145.1_ASM80514v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH334","SAMN09711209","PRJNA340348","GCA_006369695.1","Contig",3.92491,39,,"QQQD01",92,3676,"2019-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/369/695/GCA_006369695.1_ASM636969v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/695/GCF_006369695.1_ASM636969v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB40","SAMN08619605","PRJNA436221","GCA_003006875.1","Scaffold",3.85257,39,,"PXLW01",69,3565,"2018-03-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/875/GCA_003006875.1_ASM300687v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/875/GCF_003006875.1_ASM300687v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB37","SAMN08619602","PRJNA436221","GCA_003007355.1","Scaffold",3.91263,39,,"PXLZ01",84,3636,"2018-03-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/007/355/GCA_003007355.1_ASM300735v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/007/355/GCF_003007355.1_ASM300735v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ZQ3","SAMN08093362","PRJNA419147","GCA_002838025.2","Scaffold",4.10709,38.8832,"plasmid p1ZQ3:NZ_CM009028.2/CM009028.2; plasmid p2ZQ3:NZ_CM009649.1/CM009649.1; plasmid p3ZQ3:NZ_CM009029.2/CM009029.2; plasmid p4ZQ3:NZ_CM009650.1/CM009650.1; plasmid p5ZQ3:NZ_CM009651.1/CM009651.1","PHJZ02",73,3766,"2017-12-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/025/GCA_002838025.2_ASM283802v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/025/GCF_002838025.2_ASM283802v2"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ab8_HL","SAMN11513661","PRJNA539847","GCA_013618725.1","Scaffold",3.8706,38.9,,"JACATR01",86,3575,"2020-07-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/618/725/GCA_013618725.1_ASM1361872v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/618/725/GCF_013618725.1_ASM1361872v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABUH586","SAMN06461828","PRJNA352251","GCA_002184055.1","Contig",4.02841,38.9,,"NDAR01",80,3770,"2017-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/184/055/GCA_002184055.1_ASM218405v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/184/055/GCF_002184055.1_ASM218405v1"
"Acinetobacter baumannii 25493_6","Bacteria;Proteobacteria;Gammaproteobacteria","25493_6","SAMN02644702","PRJNA195098","GCA_000600855.1","Contig",4.10746,39.1,,"JHCY01",169,3751,"2014-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/855/GCA_000600855.1_ASM60085v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/855/GCF_000600855.1_ASM60085v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","R488","SAMN10523621","PRJNA508406","GCA_003955485.1","Contig",3.97488,38.8,,"RWXE01",74,3726,"2018-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/955/485/GCA_003955485.1_ASM395548v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/955/485/GCF_003955485.1_ASM395548v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB4498","SAMN03078675","PRJNA261239","GCA_001612285.1","Scaffold",3.90518,39,,"LREH01",76,3684,"2016-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/285/GCA_001612285.1_ASM161228v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/285/GCF_001612285.1_ASM161228v1"
"Acinetobacter baumannii UH16108","Bacteria;Proteobacteria;Gammaproteobacteria","UH16108","SAMN02597407","PRJNA218760","GCA_000515735.1","Contig",3.87308,39,,"AYGC01",117,3593,"2014-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/515/735/GCA_000515735.1_gabuh16108_v01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/515/735/GCF_000515735.1_gabuh16108_v01"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB3785","SAMN03078664","PRJNA261239","GCA_001612075.1","Scaffold",3.89458,39,,"LRDX01",70,3672,"2016-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/075/GCA_001612075.1_ASM161207v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/075/GCF_001612075.1_ASM161207v1"
"Acinetobacter baumannii 121738","Bacteria;Proteobacteria;Gammaproteobacteria","121738","SAMN02567733","PRJNA194894","GCA_000583375.1","Contig",4.04469,39.2,,"JFDB01",94,3697,"2014-02-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/375/GCA_000583375.1_ASM58337v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/375/GCF_000583375.1_ASM58337v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ARLG1802","SAMN06892237","PRJNA384060","GCA_002143495.1","Contig",4.16557,39,,"NGGS01",83,3927,"2017-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/143/495/GCA_002143495.1_ASM214349v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/143/495/GCF_002143495.1_ASM214349v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABUH441","SAMN06117719","PRJNA352251","GCA_002014445.1","Contig",4.04496,38.9,,"MSNF01",77,3776,"2017-03-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/014/445/GCA_002014445.1_ASM201444v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/445/GCF_002014445.1_ASM201444v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ARLG1855","SAMN06892288","PRJNA384060","GCA_002143315.1","Contig",4.06343,38.9,,"NGGA01",82,3808,"2017-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/143/315/GCA_002143315.1_ASM214331v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/143/315/GCF_002143315.1_ASM214331v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP2442","SAMN14001768","PRJNA604897","GCA_010500075.1","Contig",3.87656,39.1,,"JAAGTG01",154,3563,"2020-02-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/500/075/GCA_010500075.1_ASM1050007v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/500/075/GCF_010500075.1_ASM1050007v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","96SM","SAMEA70022668","PRJEB19248","GCA_900161925.1","Contig",4.01017,39,,"FUEP01",119,3702,"2017-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/161/925/GCA_900161925.1_96SM","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/161/925/GCF_900161925.1_96SM"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ARLG1824","SAMN06892223","PRJNA384060","GCA_002143685.1","Contig",4.04552,38.9,,"NGHC01",74,3792,"2017-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/143/685/GCA_002143685.1_ASM214368v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/143/685/GCF_002143685.1_ASM214368v1"
"Acinetobacter baumannii 24975_7","Bacteria;Proteobacteria;Gammaproteobacteria","24975_7","SAMN02614552","PRJNA195028","GCA_000591655.1","Contig",3.99227,39.2,,"JGAF01",90,3723,"2014-03-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/655/GCA_000591655.1_ASM59165v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/655/GCF_000591655.1_ASM59165v1"
"Acinetobacter baumannii 42057_6","Bacteria;Proteobacteria;Gammaproteobacteria","42057_6","SAMN02649525","PRJNA195263","GCA_000627755.1","Contig",4.08045,39.1,,"JICO01",79,3709,"2014-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/627/755/GCA_000627755.1_ASM62775v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/627/755/GCF_000627755.1_ASM62775v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABUH519","SAMN06117736","PRJNA352251","GCA_002017405.1","Contig",4.06392,38.9,,"MSNX01",83,3806,"2017-03-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/017/405/GCA_002017405.1_ASM201740v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/017/405/GCF_002017405.1_ASM201740v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABUH508","SAMN06461851","PRJNA352251","GCA_002182365.1","Contig",4.12139,39,,"NCXW01",83,3885,"2017-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/182/365/GCA_002182365.1_ASM218236v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/365/GCF_002182365.1_ASM218236v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","CCF42","SAMN04993422","PRJNA316619","GCA_001665065.1","Contig",4.03279,38.9,,"LYZU01",82,3770,"2016-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/665/065/GCA_001665065.1_ASM166506v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/665/065/GCF_001665065.1_ASM166506v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP 2563","SAMN18395068","PRJNA714510","GCA_017599785.1","Contig",3.90735,38.8,,"JAGFSE01",70,3629,"2021-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/599/785/GCA_017599785.1_ASM1759978v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/599/785/GCF_017599785.1_ASM1759978v1"
"Acinetobacter baumannii AB_2008-15-69","Bacteria;Proteobacteria;Gammaproteobacteria","AB_2008-15-69","SAMN02471249","PRJNA172669","GCA_000301335.1","Contig",4.13691,39.1,,"AMHN01",75,3841,"2012-10-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/301/335/GCA_000301335.1_ASM30133v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/335/GCF_000301335.1_ASM30133v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","MRSN15070","SAMN12087731","PRJNA545079","GCA_006494115.1","Contig",3.94365,39,,"VHGV01",68,3635,"2019-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/494/115/GCA_006494115.1_ASM649411v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/115/GCF_006494115.1_ASM649411v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","T87","SAMN02912205","PRJNA255268","GCA_000805595.1","Contig",3.87807,38.9,,"JRQS01",84,3632,"2014-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/805/595/GCA_000805595.1_ASM80559v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/805/595/GCF_000805595.1_ASM80559v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","521_17","SAMN10797507","PRJNA516770","GCA_004347305.1","Contig",3.83441,38.9,,"SDHE01",57,3541,"2019-03-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/347/305/GCA_004347305.1_ASM434730v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/347/305/GCF_004347305.1_ASM434730v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP3177","SAMN14299626","PRJNA610503","GCA_011603825.1","Contig",3.91358,38.9,,"JAAOTC01",77,3570,"2020-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/603/825/GCA_011603825.1_ASM1160382v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/603/825/GCF_011603825.1_ASM1160382v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH756","SAMN04745506","PRJNA314151","GCA_001862665.1","Scaffold",3.89806,39,,"LYGW01",136,3645,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/862/665/GCA_001862665.1_ASM186266v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/862/665/GCF_001862665.1_ASM186266v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH509","SAMN04745389","PRJNA314151","GCA_001863395.1","Scaffold",3.90037,38.9,,"LYLJ01",113,3652,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/395/GCA_001863395.1_ASM186339v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/395/GCF_001863395.1_ASM186339v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045738","SAMEA104305234","PRJEB19226","GCA_900495085.1","Scaffold",3.92131,38.9,,"UFJK01",82,3643,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/495/085/GCA_900495085.1_24276_2_204","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/495/085/GCF_900495085.1_24276_2_204"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045728","SAMEA104305224","PRJEB19226","GCA_900495255.1","Scaffold",3.954,38.8,,"UFJQ01",65,3683,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/495/255/GCA_900495255.1_24276_2_194","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/495/255/GCF_900495255.1_24276_2_194"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","2011SDAB2","SAMN03068257","PRJNA261018","GCA_000804825.1","Scaffold",4.01981,38.9,,"JSCR01",53,3743,"2014-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/804/825/GCA_000804825.1_ASM80482v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/804/825/GCF_000804825.1_ASM80482v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH508","SAMN04745388","PRJNA314151","GCA_001863345.1","Scaffold",3.96646,39,,"LYLK01",189,3729,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/345/GCA_001863345.1_ASM186334v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/345/GCF_001863345.1_ASM186334v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH767","SAMN04745513","PRJNA314151","GCA_001861655.1","Scaffold",3.95029,39,,"LYGP01",135,3676,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/861/655/GCA_001861655.1_ASM186165v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/861/655/GCF_001861655.1_ASM186165v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH838","SAMN04745549","PRJNA314151","GCA_001863275.1","Scaffold",3.82002,38.9,,"LYFF01",115,3592,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/275/GCA_001863275.1_ASM186327v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/275/GCF_001863275.1_ASM186327v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","162487","SAMN14943640","PRJNA633416","GCA_014560375.1","Scaffold",4.03085,38.9,,"JABJSA01",44,3753,"2020-09-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/560/375/GCA_014560375.1_ASM1456037v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/375/GCF_014560375.1_ASM1456037v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH839","SAMN04745556","PRJNA314151","GCA_001861975.1","Scaffold",3.96283,39,,"LYEY01",95,3691,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/861/975/GCA_001861975.1_ASM186197v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/861/975/GCF_001861975.1_ASM186197v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH766","SAMN04745512","PRJNA314151","GCA_001862735.1","Scaffold",3.98769,39,,"LYGQ01",123,3735,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/862/735/GCA_001862735.1_ASM186273v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/862/735/GCF_001862735.1_ASM186273v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","HJ05","SAMN05173225","PRJNA322764","GCA_001680265.1","Scaffold",3.95476,38.9,,"MACR01",81,3709,"2016-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/265/GCA_001680265.1_ASM168026v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/680/265/GCF_001680265.1_ASM168026v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","HJ06","SAMN05173229","PRJNA322764","GCA_001680285.1","Scaffold",3.95492,38.9,,"MACS01",87,3708,"2016-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/285/GCA_001680285.1_ASM168028v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/680/285/GCF_001680285.1_ASM168028v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH768","SAMN04745514","PRJNA314151","GCA_001862775.1","Scaffold",3.91747,39,,"LYGO01",119,3664,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/862/775/GCA_001862775.1_ASM186277v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/862/775/GCF_001862775.1_ASM186277v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH643","SAMN04745412","PRJNA314151","GCA_001863775.1","Scaffold",3.96074,39,,"LYKM01",93,3715,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/775/GCA_001863775.1_ASM186377v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/775/GCF_001863775.1_ASM186377v1"
